ntasks,algo,freq,total_time_s,task_id,work_time_s,switch_time_s,load_balancer_time_s
64,hilbert,1,1.353155,0,0.772231,0.004498,0.533806
64,hilbert,1,1.353155,48,0.963944,0.010623,0.335922
64,hilbert,1,1.353155,43,0.963611,0.00781,0.339073
64,hilbert,1,1.353155,15,0.916789,0.005314,0.388411
64,hilbert,1,1.353155,33,0.897103,0.008426,0.404998
64,hilbert,1,1.353155,22,0.93908,0.005717,0.365748
64,hilbert,1,1.353155,34,0.887591,0.0084,0.414532
64,hilbert,1,1.353155,5,0.845023,0.006145,0.459339
64,hilbert,1,1.353155,46,0.980551,0.00775,0.322189
64,hilbert,1,1.353155,8,0.818739,0.003792,0.487993
64,hilbert,1,1.353155,2,0.798845,0.005662,0.505984
64,hilbert,1,1.353155,14,0.890576,0.004456,0.415434
64,hilbert,1,1.353155,24,0.91656,0.006113,0.387868
64,hilbert,1,1.353155,35,0.914034,0.008271,0.388135
64,hilbert,1,1.353155,32,0.867508,0.008486,0.434422
64,hilbert,1,1.353155,7,0.867237,0.00192,0.441341
64,hilbert,1,1.353155,16,0.866781,0.001879,0.441824
64,hilbert,1,1.353155,9,0.847864,0.005753,0.456807
64,hilbert,1,1.353155,58,1.033479,0.009839,0.267173
64,hilbert,1,1.353155,60,1.055869,0.010504,0.244081
64,hilbert,1,1.353155,36,0.916232,0.008304,0.385935
64,hilbert,1,1.353155,42,0.937724,0.009356,0.36341
64,hilbert,1,1.353155,3,0.818871,0.005124,0.486475
64,hilbert,1,1.353155,39,0.965215,0.010241,0.33506
64,hilbert,1,1.353155,29,0.984795,0.004301,0.32138
64,hilbert,1,1.353155,20,0.914038,0.003474,0.392932
64,hilbert,1,1.353155,23,0.961646,0.00608,0.342707
64,hilbert,1,1.353155,40,0.917314,0.009479,0.383728
64,hilbert,1,1.353155,18,0.898115,0.003538,0.408837
64,hilbert,1,1.353155,13,0.894992,0.003936,0.411596
64,hilbert,1,1.353155,10,0.843573,0.003761,0.46312
64,hilbert,1,1.353155,6,0.844365,0.003452,0.462668
64,gilbert,1,3.137846,62,1.380184,0.004914,1.70822
64,gilbert,1,3.137846,55,1.071943,0.116708,1.788359
64,gilbert,1,3.137846,26,0.949967,0.127729,1.885406
64,gilbert,1,3.137846,41,0.946803,0.02257,1.996106
64,gilbert,1,3.137846,16,0.876878,0.019831,2.066014
64,gilbert,1,3.137846,49,0.993174,0.613756,1.358553
64,gilbert,1,3.137846,34,0.891677,0.030484,2.042917
64,gilbert,1,3.137846,44,0.967913,0.127097,1.87049
64,gilbert,1,3.137846,9,0.86637,0.016198,2.080603
64,gilbert,1,3.137846,58,1.040306,0.274856,1.661752
64,gilbert,1,3.137846,61,0.969246,0.107471,2.016653
64,gilbert,1,3.137846,53,1.04112,0.12792,1.807947
64,gilbert,1,3.137846,15,0.926327,0.017525,2.018754
64,gilbert,1,3.137846,42,0.943497,0.113178,1.908839
64,gilbert,1,3.137846,54,1.031658,0.130886,1.814451
64,gilbert,1,3.137846,63,1.102449,0.112125,1.878762
64,gilbert,1,3.137846,10,0.839289,0.014918,2.108972
64,gilbert,1,3.137846,4,0.83724,0.120548,2.010115
64,gilbert,1,3.137846,22,0.930883,0.016527,2.017817
64,gilbert,1,3.137846,32,0.881933,0.011834,2.069591
64,gilbert,1,3.137846,48,0.97207,0.28247,1.710988
64,gilbert,1,3.137846,18,0.909083,0.020991,2.032974
64,gilbert,1,3.137846,29,0.996971,0.01524,1.951023
64,gilbert,1,3.137846,19,0.923237,0.012343,2.029643
64,gilbert,1,3.137846,28,0.95972,0.005646,1.997871
64,gilbert,1,3.137846,3,0.826304,0.123621,2.018041
